State,District,Year,Season,Crop,Area,Production,Yield
Tamil Nadu,THANJAVUR,2005,Kharif,Groundnut,7274.0,17975.0,2.471130052240858
Tamil Nadu,THANJAVUR,2005,Kharif,Ragi,5.0,10.0,2.0
Tamil Nadu,THANJAVUR,2005,Kharif,Rice,154901.0,399483.0,2.578956882137623
Tamil Nadu,THANJAVUR,2005,Whole Year,Sugarcane,15353.0,1529712.0,99.63603204585424
Tamil Nadu,THANJAVUR,2006,Whole Year,Banana,4341.0,184656.0,42.53766413268832
Tamil Nadu,THANJAVUR,2006,Whole Year,Cotton(lint),319.0,1151.0,3.608150470219436
Tamil Nadu,THANJAVUR,2006,Whole Year,Groundnut,6236.0,14512.0,2.327132777421424
Tamil Nadu,THANJAVUR,2006,Whole Year,Maize,762.0,4449.0,5.838582677165355
Tamil Nadu,THANJAVUR,2006,Whole Year,Ragi,2.0,6.0,3.0
Tamil Nadu,THANJAVUR,2006,Kharif,Rice,164243.0,598160.0,3.6419208124547167
Tamil Nadu,THANJAVUR,2006,Whole Year,Sugarcane,18374.0,1936307.0,105.3829868292152
Tamil Nadu,THANJAVUR,2007,Whole Year,Bajra,2.0,5.0,2.5
Tamil Nadu,THANJAVUR,2007,Whole Year,Banana,4200.0,164686.0,39.21095238095238
Tamil Nadu,THANJAVUR,2007,Whole Year,Cotton(lint),609.0,1684.0,2.765188834154352
Tamil Nadu,THANJAVUR,2007,Whole Year,Groundnut,15950.0,22555.0,1.4141065830721002
Tamil Nadu,THANJAVUR,2007,Whole Year,Maize,1226.0,4081.0,3.328711256117455
Tamil Nadu,THANJAVUR,2007,Whole Year,Ragi,4.0,10.0,2.5
Tamil Nadu,THANJAVUR,2007,Kharif,Rice,150228.0,479643.0,3.1927669941688634
Tamil Nadu,THANJAVUR,2007,Whole Year,Sugarcane,15507.0,1675345.0,108.03798284645644
Tamil Nadu,THANJAVUR,2008,Whole Year,Banana,4179.0,183830.0,43.988992581957405
Tamil Nadu,THANJAVUR,2008,Whole Year,Cotton(lint),549.0,1105.0,2.012750455373406
Tamil Nadu,THANJAVUR,2008,Whole Year,Groundnut,9111.0,20229.0,2.220283174185051
Tamil Nadu,THANJAVUR,2008,Whole Year,Maize,2409.0,12489.0,5.184308841843088
Tamil Nadu,THANJAVUR,2008,Whole Year,Ragi,4.0,8.0,2.0
Tamil Nadu,THANJAVUR,2008,Kharif,Rice,177094.0,357161.0,2.0167876946706267
Tamil Nadu,THANJAVUR,2008,Whole Year,Sugarcane,11296.0,1126098.0,99.68997875354108
Tamil Nadu,THANJAVUR,2009,Whole Year,Bajra,6.0,14.0,2.333333333333333
Tamil Nadu,THANJAVUR,2009,Whole Year,Banana,3603.0,132352.0,36.7338329170136
Tamil Nadu,THANJAVUR,2009,Whole Year,Cotton(lint),426.0,1224.0,2.8732394366197185
Tamil Nadu,THANJAVUR,2009,Whole Year,Groundnut,8156.0,29579.0,3.626655223148602
Tamil Nadu,THANJAVUR,2009,Whole Year,Maize,1496.0,8608.0,5.754010695187166
Tamil Nadu,THANJAVUR,2009,Whole Year,Ragi,3.0,10.0,3.333333333333333
Tamil Nadu,THANJAVUR,2009,Kharif,Rice,162938.0,427142.0,2.621500202531024
Tamil Nadu,THANJAVUR,2009,Whole Year,Sugarcane,8564.0,915222.0,106.86851938346568
Tamil Nadu,THANJAVUR,2010,Kharif,Cotton(lint),518.0,1407.0,2.716216216216216
Tamil Nadu,THANJAVUR,2010,Kharif,Groundnut,7522.0,28286.0,3.760436054240893
Tamil Nadu,THANJAVUR,2010,Kharif,Maize,1090.0,6241.0,5.725688073394496
Tamil Nadu,THANJAVUR,2010,Kharif,Ragi,4.0,8.0,2.0
Tamil Nadu,THANJAVUR,2010,Kharif,Rice,166209.0,476793.0,2.86863527245817
Tamil Nadu,THANJAVUR,2010,Whole Year,Sugarcane,8817.0,1184908.0,134.38902120902802
Tamil Nadu,THANJAVUR,2011,Kharif,Bajra,2.0,4.0,2.0
Tamil Nadu,THANJAVUR,2011,Whole Year,Banana,3212.0,121277.0,37.75747198007472
Tamil Nadu,THANJAVUR,2011,Rabi,Cotton(lint),969.0,2945.0,3.0392156862745097
Tamil Nadu,THANJAVUR,2011,Kharif,Groundnut,2148.0,7884.0,3.670391061452514
Tamil Nadu,THANJAVUR,2011,Rabi,Groundnut,6114.0,18164.0,2.9708864900228984
Tamil Nadu,THANJAVUR,2011,Rabi,Maize,405.0,2693.0,6.649382716049383
Tamil Nadu,THANJAVUR,2011,Kharif,Maize,886.0,5034.0,5.681715575620768
Tamil Nadu,THANJAVUR,2011,Kharif,Ragi,1.0,3.0,3.0
Tamil Nadu,THANJAVUR,2011,Kharif,Rice,180859.0,722576.0,3.9952449145466913
Tamil Nadu,THANJAVUR,2011,Whole Year,Sugarcane,10665.0,1187515.0,111.3469292076887
Tamil Nadu,THANJAVUR,2012,Kharif,Cotton(lint),1015.0,3275.0,3.226600985221675
Tamil Nadu,THANJAVUR,2012,Kharif,Groundnut,6984.0,21672.0,3.1030927835051547
Tamil Nadu,THANJAVUR,2012,Kharif,Maize,959.0,3249.0,3.3879040667361835
Tamil Nadu,THANJAVUR,2012,Kharif,Ragi,17.0,35.0,2.0588235294117645
Tamil Nadu,THANJAVUR,2012,Kharif,Rice,146959.0,431121.0,2.933614137276383
Tamil Nadu,THANJAVUR,2012,Whole Year,Sugarcane,11671.0,1288791.0,110.42678433724616
Tamil Nadu,THANJAVUR,2013,Rabi,Bajra,1.0,2.0,2.0
Tamil Nadu,THANJAVUR,2013,Kharif,Bajra,9.0,21.0,2.333333333333333
Tamil Nadu,THANJAVUR,2013,Whole Year,Banana,3176.0,161663.0,50.9014483627204
Tamil Nadu,THANJAVUR,2013,Rabi,Cotton(lint),1788.0,5912.0,3.306487695749441
Tamil Nadu,THANJAVUR,2013,Kharif,Groundnut,1112.0,3811.0,3.427158273381295
Tamil Nadu,THANJAVUR,2013,Rabi,Groundnut,3927.0,14901.0,3.79449961802903
Tamil Nadu,THANJAVUR,2013,Rabi,Maize,825.0,4127.0,5.002424242424242
Tamil Nadu,THANJAVUR,2013,Kharif,Maize,650.0,4249.0,6.536923076923077
Tamil Nadu,THANJAVUR,2013,Kharif,Ragi,8.0,22.0,2.75
Tamil Nadu,THANJAVUR,2013,Kharif,Rice,167289.0,831483.0,4.970338755088499
Tamil Nadu,THANJAVUR,2013,Whole Year,Sugarcane,8580.0,1012422.0,117.9979020979021
Tamil Nadu,THANJAVUR,2014,Whole Year,Banana,3318.0,13349000.0,4023.206751054852
Tamil Nadu,THANJAVUR,2014,Kharif,Cotton(lint),681.0,213600.0,313.6563876651982
Tamil Nadu,THANJAVUR,2014,Rabi,Cotton(lint),1411.0,481300.0,341.10559886605245
Tamil Nadu,THANJAVUR,2014,Kharif,Groundnut,517.0,149000.0,288.2011605415861
Tamil Nadu,THANJAVUR,2014,Rabi,Groundnut,3552.0,1384600.0,389.80855855855856
Tamil Nadu,THANJAVUR,2014,Rabi,Maize,530.0,397500.0,750.0
Tamil Nadu,THANJAVUR,2014,Kharif,Maize,754.0,657700.0,872.2811671087533
Tamil Nadu,THANJAVUR,2014,Kharif,Rice,177756.0,69619300.0,391.6565404262022
Tamil Nadu,THANJAVUR,2014,Whole Year,Sugarcane,9317.0,100885900.0,10828.15283889664
Tamil Nadu,THANJAVUR,2015,Rabi,Bajra,1.0,200.0,200.0
Tamil Nadu,THANJAVUR,2015,Whole Year,Banana,3434.0,16108900.0,4691.001747233548
Tamil Nadu,THANJAVUR,2015,Kharif,Cotton(lint),226.0,42100.0,186.283185840708
Tamil Nadu,THANJAVUR,2015,Rabi,Cotton(lint),1463.0,376100.0,257.0745044429255
Tamil Nadu,THANJAVUR,2015,Kharif,Groundnut,1273.0,417500.0,327.96543597800473
Tamil Nadu,THANJAVUR,2015,Rabi,Groundnut,3570.0,1801400.0,504.593837535014
Tamil Nadu,THANJAVUR,2015,Rabi,Maize,190.0,130000.0,684.2105263157895
Tamil Nadu,THANJAVUR,2015,Kharif,Maize,440.0,323500.0,735.2272727272726
Tamil Nadu,THANJAVUR,2015,Kharif,Ragi,5.0,1500.0,300.0
Tamil Nadu,THANJAVUR,2015,Kharif,Rice,177426.0,63699900.0,359.0223529809611
Tamil Nadu,THANJAVUR,2015,Whole Year,Sugarcane,7690.0,66134000.0,8600.0
Tamil Nadu,THANJAVUR,2016,Whole Year,Banana,3335.0,14171800.0,4249.415292353823
Tamil Nadu,THANJAVUR,2016,Kharif,Cotton(lint),81.0,10500.0,129.62962962962965
Tamil Nadu,THANJAVUR,2016,Rabi,Cotton(lint),1659.0,760900.0,458.6497890295359
Tamil Nadu,THANJAVUR,2016,Kharif,Groundnut,635.0,99500.0,156.69291338582678
Tamil Nadu,THANJAVUR,2016,Rabi,Groundnut,6596.0,2561300.0,388.3110976349303
Tamil Nadu,THANJAVUR,2016,Rabi,Maize,214.0,26900.0,125.70093457943923
Tamil Nadu,THANJAVUR,2016,Kharif,Maize,326.0,148400.0,455.2147239263804
Tamil Nadu,THANJAVUR,2016,Rabi,Ragi,1.0,300.0,300.0
Tamil Nadu,THANJAVUR,2016,Kharif,Ragi,4.0,700.0,175.0
Tamil Nadu,THANJAVUR,2016,Kharif,Rice,147193.0,41011700.0,278.62534223774225
Tamil Nadu,THANJAVUR,2016,Whole Year,Sugarcane,5660.0,50065200.0,8845.441696113074
Tamil Nadu,THANJAVUR,2017,Rabi,Bajra,1.0,200.0,200.0
Tamil Nadu,THANJAVUR,2017,Kharif,Bajra,2.0,500.0,250.0
Tamil Nadu,THANJAVUR,2017,Whole Year,Banana,3218.0,24530800.0,7622.995649471722
Tamil Nadu,THANJAVUR,2017,Rabi,Cotton(lint),693.0,300.0,0.43290043290043
Tamil Nadu,THANJAVUR,2017,Kharif,Groundnut,1300.0,319800.0,246.0
Tamil Nadu,THANJAVUR,2017,Rabi,Groundnut,6710.0,2956400.0,440.5961251862891
Tamil Nadu,THANJAVUR,2017,Rabi,Maize,307.0,205400.0,669.0553745928339
Tamil Nadu,THANJAVUR,2017,Kharif,Maize,593.0,546700.0,921.922428330523
Tamil Nadu,THANJAVUR,2017,Rabi,Ragi,1.0,400.0,400.0
Tamil Nadu,THANJAVUR,2017,Kharif,Ragi,2.0,700.0,350.0
Tamil Nadu,THANJAVUR,2017,Summer,Rice,13538.0,5914800.0,436.9035308021864
Tamil Nadu,THANJAVUR,2017,Autumn,Rice,33386.0,11835300.0,354.4988917510333
Tamil Nadu,THANJAVUR,2017,Winter,Rice,123773.0,49100700.0,396.69960330605215
Tamil Nadu,THANJAVUR,2017,Whole Year,Sugarcane,4754.0,48015400.0,10100.0
Tamil Nadu,THANJAVUR,2018,Kharif,Bajra,2.0,600.0,300.0
Tamil Nadu,THANJAVUR,2018,Whole Year,Banana,3919.0,3524700.0,899.3875988772646
Tamil Nadu,THANJAVUR,2018,Kharif,Cotton(lint),88.0,19000.0,215.9090909090909
Tamil Nadu,THANJAVUR,2018,Rabi,Cotton(lint),1520.0,798000.0,525.0
Tamil Nadu,THANJAVUR,2018,Kharif,Groundnut,414.0,89700.0,216.66666666666663
Tamil Nadu,THANJAVUR,2018,Rabi,Groundnut,5580.0,2595600.0,465.1612903225806
Tamil Nadu,THANJAVUR,2018,Rabi,Maize,156.0,82900.0,531.4102564102564
Tamil Nadu,THANJAVUR,2018,Kharif,Maize,884.0,671700.0,759.841628959276
Tamil Nadu,THANJAVUR,2018,Rabi,Ragi,1.0,200.0,200.0
Tamil Nadu,THANJAVUR,2018,Kharif,Ragi,1.0,300.0,300.0
Tamil Nadu,THANJAVUR,2018,Summer,Rice,15466.0,5925200.0,383.11134100607774
Tamil Nadu,THANJAVUR,2018,Autumn,Rice,41900.0,16877300.0,402.799522673031
Tamil Nadu,THANJAVUR,2018,Winter,Rice,128219.0,45539900.0,355.17279030408906
Tamil Nadu,THANJAVUR,2018,Whole Year,Sugarcane,4837.0,45302900.0,9365.908621046105
Tamil Nadu,THANJAVUR,2019,Rabi,Bajra,5.0,1300.0,260.0
Tamil Nadu,THANJAVUR,2019,Whole Year,Banana,4282.0,19241600.0,4493.601120971508
Tamil Nadu,THANJAVUR,2019,Kharif,Cotton(lint),54.0,13000.0,240.7407407407408
Tamil Nadu,THANJAVUR,2019,Rabi,Cotton(lint),2068.0,519100.0,251.0154738878143
Tamil Nadu,THANJAVUR,2019,Kharif,Groundnut,900.0,223100.0,247.88888888888889
Tamil Nadu,THANJAVUR,2019,Rabi,Groundnut,7197.0,4048100.0,562.4704738085313
Tamil Nadu,THANJAVUR,2019,Rabi,Maize,302.0,203100.0,672.5165562913907
Tamil Nadu,THANJAVUR,2019,Kharif,Maize,971.0,867400.0,893.3058702368692
Tamil Nadu,THANJAVUR,2019,Rabi,Ragi,3.0,1200.0,400.0
Tamil Nadu,THANJAVUR,2019,Summer,Rice,20044.0,8131000.0,405.6575533825583
Tamil Nadu,THANJAVUR,2019,Autumn,Rice,37085.0,13925900.0,375.5130106512067
Tamil Nadu,THANJAVUR,2019,Winter,Rice,135102.0,49454300.0,366.0515758463976
Tamil Nadu,THANJAVUR,2019,Whole Year,Sugarcane,4415.0,47019000.0,10649.830124575312
Tamil Nadu,THE NILGIRIS,1997,Kharif,Banana,106.0,3268.0,30.83018867924528
Tamil Nadu,THE NILGIRIS,1997,Whole Year,Banana,220.0,10610.0,48.22727272727273
Tamil Nadu,THE NILGIRIS,1997,Whole Year,Ragi,22.0,40.0,1.818181818181818
Tamil Nadu,THE NILGIRIS,1997,Whole Year,Rice,1716.0,5980.0,3.484848484848485
Tamil Nadu,THE NILGIRIS,1997,Whole Year,Sugarcane,22.0,24000.0,1090.909090909091
Tamil Nadu,THE NILGIRIS,1998,Kharif,Bajra,2.0,3.0,1.5
Tamil Nadu,THE NILGIRIS,1998,Whole Year,Banana,217.0,10604.0,48.866359447004605
Tamil Nadu,THE NILGIRIS,1998,Kharif,Ragi,20.0,33.0,1.65
Tamil Nadu,THE NILGIRIS,1998,Kharif,Rice,2611.0,9192.0,3.520490233626963
Tamil Nadu,THE NILGIRIS,1998,Whole Year,Sugarcane,104.0,12760.0,122.6923076923077
Tamil Nadu,THE NILGIRIS,1999,Kharif,Bajra,4.0,6.0,1.5
Tamil Nadu,THE NILGIRIS,1999,Whole Year,Banana,106.0,3268.0,30.83018867924528
Tamil Nadu,THE NILGIRIS,1999,Kharif,Cotton(lint),42.0,41.0,0.9761904761904762
Tamil Nadu,THE NILGIRIS,1999,Kharif,Groundnut,6.0,3.0,0.5
Tamil Nadu,THE NILGIRIS,1999,Kharif,Rice,1830.0,6334.0,3.4612021857923496
Tamil Nadu,THE NILGIRIS,1999,Whole Year,Sugarcane,240.0,25723.0,107.17916666666666
Tamil Nadu,THE NILGIRIS,2000,Kharif,Bajra,4.0,2.0,0.5
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Banana,147.0,4532.0,30.829931972789115
Tamil Nadu,THE NILGIRIS,2000,Kharif,Cotton(lint),5.0,5.0,1.0
Tamil Nadu,THE NILGIRIS,2000,Kharif,Groundnut,26.0,34.0,1.3076923076923077
Tamil Nadu,THE NILGIRIS,2000,Kharif,Maize,13.0,21.0,1.6153846153846154
Tamil Nadu,THE NILGIRIS,2000,Kharif,Ragi,59.0,68.0,1.152542372881356
Tamil Nadu,THE NILGIRIS,2000,Kharif,Rice,2100.0,5552.0,2.643809523809524
Tamil Nadu,THE NILGIRIS,2000,Whole Year,Sugarcane,14.0,1500.0,107.14285714285714
Tamil Nadu,THE NILGIRIS,2001,Kharif,Groundnut,8.0,10.0,1.25
Tamil Nadu,THE NILGIRIS,2001,Kharif,Ragi,39.0,60.0,1.5384615384615383
Tamil Nadu,THE NILGIRIS,2001,Kharif,Rice,2154.0,8440.0,3.918291550603529
Tamil Nadu,THE NILGIRIS,2001,Whole Year,Sugarcane,7.0,700.0,100.0
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Banana,519.0,7447.0,14.34874759152216
Tamil Nadu,THE NILGIRIS,2002,Kharif,Groundnut,9.0,20.0,2.2222222222222223
Tamil Nadu,THE NILGIRIS,2002,Kharif,Ragi,31.0,35.0,1.1290322580645162
Tamil Nadu,THE NILGIRIS,2002,Kharif,Rice,1848.0,6229.0,3.3706709956709955
Tamil Nadu,THE NILGIRIS,2002,Whole Year,Sugarcane,14.0,1290.0,92.14285714285714
Tamil Nadu,THE NILGIRIS,2003,Kharif,Bajra,2.0,2.0,1.0
Tamil Nadu,THE NILGIRIS,2003,Whole Year,Banana,314.0,11108.0,35.37579617834395
Tamil Nadu,THE NILGIRIS,2003,Kharif,Groundnut,3.0,4.0,1.3333333333333333
Tamil Nadu,THE NILGIRIS,2003,Kharif,Ragi,1.0,1.0,1.0
Tamil Nadu,THE NILGIRIS,2003,Kharif,Rice,1635.0,5414.0,3.31131498470948
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Banana,545.0,23150.0,42.477064220183486
Tamil Nadu,THE NILGIRIS,2004,Kharif,Rice,1443.0,4763.0,3.3007623007623006
Tamil Nadu,THE NILGIRIS,2004,Whole Year,Sugarcane,11.0,1211.0,110.0909090909091
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Banana,612.0,30052.0,49.10457516339869
Tamil Nadu,THE NILGIRIS,2005,Kharif,Rice,1430.0,4716.0,3.297902097902098
Tamil Nadu,THE NILGIRIS,2005,Whole Year,Sugarcane,11.0,1152.0,104.72727272727272
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Banana,801.0,42921.0,53.58426966292135
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Ragi,10.0,14.0,1.4
Tamil Nadu,THE NILGIRIS,2006,Kharif,Rice,1249.0,3995.0,3.198558847077662
Tamil Nadu,THE NILGIRIS,2006,Whole Year,Sugarcane,10.0,1228.0,122.8
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Banana,755.0,36044.0,47.740397350993376
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Cotton(lint),5.0,8.0,1.6
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Ragi,1.0,2.0,2.0
Tamil Nadu,THE NILGIRIS,2007,Kharif,Rice,1110.0,4287.0,3.862162162162162
Tamil Nadu,THE NILGIRIS,2007,Whole Year,Sugarcane,10.0,1075.0,107.5
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Banana,917.0,40763.0,44.4525627044711
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Cotton(lint),6.0,7.0,1.1666666666666667
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Ragi,1.0,2.0,2.0
Tamil Nadu,THE NILGIRIS,2008,Kharif,Rice,775.0,3046.0,3.930322580645161
Tamil Nadu,THE NILGIRIS,2008,Whole Year,Sugarcane,5.0,531.0,106.2
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Banana,1064.0,45748.0,42.99624060150376
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Cotton(lint),5.0,10.0,2.0
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Groundnut,5.0,7.0,1.4
Tamil Nadu,THE NILGIRIS,2009,Whole Year,Ragi,4.0,7.0,1.75
Tamil Nadu,THE NILGIRIS,2009,Kharif,Rice,509.0,1783.0,3.50294695481336
Tamil Nadu,THE NILGIRIS,2010,Kharif,Cotton(lint),5.0,9.0,1.8
Tamil Nadu,THE NILGIRIS,2010,Kharif,Groundnut,3.0,6.0,2.0
Tamil Nadu,THE NILGIRIS,2010,Kharif,Rice,392.0,1400.0,3.571428571428572
Tamil Nadu,THE NILGIRIS,2011,Whole Year,Banana,883.0,38582.0,43.69422423556059
Tamil Nadu,THE NILGIRIS,2011,Kharif,Cotton(lint),5.0,14.0,2.8
Tamil Nadu,THE NILGIRIS,2011,Kharif,Rice,399.0,1646.0,4.12531328320802
Tamil Nadu,THE NILGIRIS,2012,Kharif,Cotton(lint),5.0,10.0,2.0
Tamil Nadu,THE NILGIRIS,2012,Kharif,Ragi,1.0,2.0,2.0
Tamil Nadu,THE NILGIRIS,2012,Kharif,Rice,289.0,1148.0,3.972318339100346
Tamil Nadu,THE NILGIRIS,2012,Whole Year,Sugarcane,4.0,391.0,97.75
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Banana,622.0,25834.0,41.533762057877816
Tamil Nadu,THE NILGIRIS,2013,Kharif,Cotton(lint),6.0,17.0,2.833333333333333
Tamil Nadu,THE NILGIRIS,2013,Kharif,Groundnut,4.0,9.0,2.25
Tamil Nadu,THE NILGIRIS,2013,Kharif,Rice,328.0,1420.0,4.329268292682927
Tamil Nadu,THE NILGIRIS,2013,Whole Year,Sugarcane,3.0,311.0,103.66666666666669
Tamil Nadu,THE NILGIRIS,2014,Whole Year,Banana,939.0,3822200.0,4070.500532481364
Tamil Nadu,THE NILGIRIS,2014,Rabi,Cotton(lint),5.0,1700.0,340.0
Tamil Nadu,THE NILGIRIS,2014,Kharif,Groundnut,1.0,100.0,100.0
Tamil Nadu,THE NILGIRIS,2014,Kharif,Rice,32.0,15000.0,468.75
Tamil Nadu,THE NILGIRIS,2014,Whole Year,Sugarcane,4.0,42700.0,10675.0
Tamil Nadu,THE NILGIRIS,2015,Whole Year,Banana,862.0,3303100.0,3831.902552204176
Tamil Nadu,THE NILGIRIS,2015,Kharif,Groundnut,4.0,900.0,225.0
Tamil Nadu,THE NILGIRIS,2015,Kharif,Rice,318.0,141800.0,445.9119496855345
Tamil Nadu,THE NILGIRIS,2015,Whole Year,Sugarcane,4.0,40400.0,10100.0
Tamil Nadu,THE NILGIRIS,2016,Whole Year,Banana,732.0,2437800.0,3330.3278688524592
Tamil Nadu,THE NILGIRIS,2016,Kharif,Groundnut,4.0,600.0,150.0
Tamil Nadu,THE NILGIRIS,2016,Kharif,Rice,243.0,104300.0,429.2181069958848
Tamil Nadu,THE NILGIRIS,2016,Whole Year,Sugarcane,4.0,34800.0,8700.0
Tamil Nadu,THE NILGIRIS,2017,Whole Year,Banana,619.0,2400900.0,3878.675282714056
Tamil Nadu,THE NILGIRIS,2017,Rabi,Groundnut,2.0,800.0,400.0
Tamil Nadu,THE NILGIRIS,2017,Kharif,Groundnut,5.0,1200.0,240.0
Tamil Nadu,THE NILGIRIS,2017,Autumn,Rice,239.0,92100.0,385.3556485355648
Tamil Nadu,THE NILGIRIS,2017,Whole Year,Sugarcane,5.0,50000.0,10000.0
Tamil Nadu,THE NILGIRIS,2018,Whole Year,Banana,572.0,2278200.0,3982.867132867133
Tamil Nadu,THE NILGIRIS,2018,Autumn,Rice,207.0,88800.0,428.98550724637687
Tamil Nadu,THE NILGIRIS,2018,Whole Year,Sugarcane,4.0,38000.0,9500.0
Tamil Nadu,THE NILGIRIS,2019,Whole Year,Banana,621.0,2678200.0,4312.721417069243
Tamil Nadu,THE NILGIRIS,2019,Kharif,Maize,1.0,1100.0,1100.0
Tamil Nadu,THE NILGIRIS,2019,Kharif,Ragi,1.0,200.0,200.0
Tamil Nadu,THE NILGIRIS,2019,Autumn,Rice,170.0,69800.0,410.5882352941176
Tamil Nadu,THE NILGIRIS,2019,Whole Year,Sugarcane,1.0,8600.0,8600.0
Tamil Nadu,THENI,1997,Whole Year,Bajra,2975.0,4210.0,1.415126050420168
Tamil Nadu,THENI,1997,Kharif,Banana,1970.0,34600.0,17.563451776649746
Tamil Nadu,THENI,1997,Whole Year,Banana,4478.0,300620.0,67.13264850379633
Tamil Nadu,THENI,1997,Whole Year,Cotton(lint),9320.0,15350.0,1.6469957081545064
Tamil Nadu,THENI,1997,Whole Year,Groundnut,9833.0,18770.0,1.9088782670599005
Tamil Nadu,THENI,1997,Whole Year,Maize,3204.0,6460.0,2.016229712858926
Tamil Nadu,THENI,1997,Whole Year,Ragi,189.0,490.0,2.592592592592593
Tamil Nadu,THENI,1997,Whole Year,Rice,19833.0,61810.0,3.1165229667725507
Tamil Nadu,THENI,1997,Whole Year,Sugarcane,9524.0,10598000.0,1112.767744645107
Tamil Nadu,THENI,1998,Kharif,Bajra,4761.0,10395.0,2.183364839319471
Tamil Nadu,THENI,1998,Whole Year,Banana,2377.0,159573.0,67.1320992848128
Tamil Nadu,THENI,1998,Kharif,Cotton(lint),8869.0,21276.0,2.398917578080956
Tamil Nadu,THENI,1998,Kharif,Groundnut,15859.0,19866.0,1.2526641024024214
Tamil Nadu,THENI,1998,Kharif,Maize,7039.0,14191.0,2.0160534166785054
Tamil Nadu,THENI,1998,Kharif,Ragi,146.0,346.0,2.3698630136986303
Tamil Nadu,THENI,1998,Kharif,Rice,21747.0,75580.0,3.475421897273187
Tamil Nadu,THENI,1998,Whole Year,Sugarcane,16133.0,3617820.0,224.2496745800533
Tamil Nadu,THENI,1999,Kharif,Bajra,10925.0,16493.0,1.5096567505720824
Tamil Nadu,THENI,1999,Whole Year,Banana,1970.0,34600.0,17.563451776649746
Tamil Nadu,THENI,1999,Kharif,Cotton(lint),5847.0,10195.0,1.7436292115614844
Tamil Nadu,THENI,1999,Kharif,Groundnut,9808.0,21906.0,2.233482871125612
Tamil Nadu,THENI,1999,Kharif,Maize,16589.0,26701.0,1.6095605521731269
Tamil Nadu,THENI,1999,Kharif,Ragi,544.0,877.0,1.6121323529411764
Tamil Nadu,THENI,1999,Kharif,Rice,20706.0,78300.0,3.7815126050420167
Tamil Nadu,THENI,1999,Whole Year,Sugarcane,13515.0,1622842.0,120.07709951905292
Tamil Nadu,THENI,2000,Kharif,Bajra,7865.0,13454.0,1.7106166560712015
Tamil Nadu,THENI,2000,Whole Year,Banana,1530.0,26872.0,17.56339869281046
Tamil Nadu,THENI,2000,Kharif,Cotton(lint),9531.0,17666.0,1.8535305844087715
Tamil Nadu,THENI,2000,Kharif,Groundnut,8402.0,16586.0,1.974053796715068
Tamil Nadu,THENI,2000,Kharif,Maize,15112.0,24324.0,1.6095817893065114
Tamil Nadu,THENI,2000,Kharif,Ragi,336.0,573.0,1.7053571428571428
Tamil Nadu,THENI,2000,Kharif,Rice,20885.0,75835.0,3.631074934163275
Tamil Nadu,THENI,2000,Whole Year,Sugarcane,12673.0,1569245.0,123.82585023277836
Tamil Nadu,THENI,2001,Kharif,Bajra,4099.0,5930.0,1.4466943156867529
Tamil Nadu,THENI,2001,Kharif,Cotton(lint),5438.0,7930.0,1.4582567120264802
Tamil Nadu,THENI,2001,Kharif,Groundnut,6485.0,7980.0,1.2305319969159598
Tamil Nadu,THENI,2001,Kharif,Ragi,174.0,430.0,2.471264367816092
Tamil Nadu,THENI,2001,Kharif,Rice,17422.0,77880.0,4.470210079210194
Tamil Nadu,THENI,2001,Whole Year,Sugarcane,10790.0,1711000.0,158.57275254865615
Tamil Nadu,THENI,2002,Kharif,Bajra,4860.0,4137.0,0.8512345679012345
Tamil Nadu,THENI,2002,Whole Year,Banana,3702.0,136800.0,36.95299837925446
Tamil Nadu,THENI,2002,Kharif,Cotton(lint),3033.0,4626.0,1.5252225519287834
Tamil Nadu,THENI,2002,Kharif,Groundnut,4380.0,3827.0,0.8737442922374429
Tamil Nadu,THENI,2002,Kharif,Maize,7154.0,14355.0,2.0065697511881466
Tamil Nadu,THENI,2002,Kharif,Ragi,175.0,304.0,1.737142857142857
Tamil Nadu,THENI,2002,Kharif,Rice,13783.0,54953.0,3.987012987012987
Tamil Nadu,THENI,2002,Whole Year,Sugarcane,10590.0,878040.0,82.91218130311614
Tamil Nadu,THENI,2003,Kharif,Bajra,6846.0,3028.0,0.4423020742039147
Tamil Nadu,THENI,2003,Whole Year,Banana,2592.0,91692.0,35.375
Tamil Nadu,THENI,2003,Kharif,Cotton(lint),3290.0,5761.0,1.751063829787234
Tamil Nadu,THENI,2003,Kharif,Groundnut,2999.0,3608.0,1.2030676892297432
Tamil Nadu,THENI,2003,Kharif,Maize,6557.0,13145.0,2.004727771846881
